Created By,Reported On,Created On,Travel Time,Incident Id,Customer,Location,Contract,Priority,SLA,Servicing Team,Category,Service Type,Subject,Technician,Item Id,Incident Summary,Resolution Summary,Task Summary,Model No,Serial No,ATM ID,Part Number,Service Report No,Task ID,Task Description,Task Type,Task Status,Hours to be Billed,Status,Contact Person,Zone-wise,ATM Installation Date,ATM Age,No. of Years,Intervention Type,Intervention Time,Geo,Day of the Week,Group by Week,WEEKNUM,MONTH,YEAR,Time Taken,Start DateTime,End DateTime,Month
Rakesh,2023-01-04 00:00:00,2023-01-04,0:0:0,113032,Bank 11,Chemin Grenier,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Physical Check,Technician 3,1812.0,12:!2 - MCB 3117 - CHEMEIN GRENIER - PHYSICAL CHECK ON BNA MODULE,Physical check No note found,Physical check No note found,6627,83-50299394,3117,6627,ATM - MCB SLA,13008.0,Physical check No note found,Work Request,Closed,1110.0,Closed,Contact MRU,Undefined,2018-05-11 00:00:00,5.454794520547945,5 Years old,ATM Interventions,Before 5PM,Mauritius,Wed,,,Jan,2023,02:30:00,2023-01-04 13:30:00,2023-01-04 07:00:00,Jan
Rakesh,Date missing,2023-01-04,0:0:0,113034,Bank Sey,Location missing,2022-01-ATM-1,Priority missing,24 Hour SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,CashHandler,Technician Sey,3713.0,ATM Victoria house-Cash dispenser fatal,Cash Handler Faulty,"Diagnosed. Found Worn-out Gears on Pick Modules. Replaced Gears 36T x6, Gears Pulley x4, Vacuum Cups x8 and Vertical Belts X6. Tested Ok In Service",6634,83-43549087,ATM ID Missing,6634,ATM - MCB SLA,13001.0,"Diagnosed. Found Worn-out Gears on Pick Modules. Replaced Gears 36T x6, Gears Pulley x4, Vacuum Cups x8 and Vertical Belts X6. Tested Ok In Service",Work Request,Closed,45.0,Closed,Contact Sey,Seychelles,2010-04-06 00:00:00,13.556164383561644,13 Years old,ATM Interventions,Before 5PM,Seychelles,Wed,,,Jan,2023,00:45:00,2023-01-04 10:15:00,2023-01-04 11:00:00,Jan
Rakesh,2023-01-04 00:00:00,2023-01-04,0:0:0,113035,Bank 2,Curepipe,2021-01-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,CashHandler,Technician 3,1911.0,ABSA CPE M 1112 CASH HANDLER ISSUE MODEL 6634 CONTACT BRINKS 54217338 DATE 4/1/23​,"Notes Jam at presenter. Presenter bushings have been changed and tested, All tests pass. Stack tests pass. Note: Presenter Note Drive Belt loose. Presenter should be changed if problem persists. ATM in service, working fine.","Notes Jam at presenter. Presenter bushings have been changed and tested, All tests pass. Stack tests pass. Note: Presenter Note Drive Belt loose. Presenter should be changed if problem persists. ATM in service, working fine.",6634-iATM,83-45464308,MU1112,6634-iATM,ATM - ABSA SLA,13014.0,"Notes Jam at presenter. Presenter bushings have been changed and tested, All tests pass. Stack tests pass. Note: Presenter Note Drive Belt loose. Presenter should be changed if problem persists. ATM in service, working fine.",Work Request,Closed,75.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),To be determined,13.556164383561644,13 Years old,ATM Interventions,Before 5PM,Mauritius,Wed,,,Jan,2023,01:15:00,2023-01-04 15:45:00,2023-01-04 17:00:00,Jan
Rakesh,2023-01-01 00:00:00,2023-01-04,0:0:0,113036,Bank 11,Mahebourg,2021-07-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Hard Disk,Technician 3,1606.0,31/12/2022 - MCB MAHEBOURG - NOTE STUCK IN GBRU - HDD CRASHED - REINSTALLATION OF ATM - 13:00 - 18:35,Hard disk crash New hard disk installation on PC core Loading of software GBRU initialized Cash handler authenticate All device tested - All works accordingly Installation done successfully Machine put in service Withdrawals done by MCB client successfully Deposit done successfully Testing isuite with Cedric from MCB - Files download - All good BNA jam - Rs 1000 note found and put in reject bin.,Hard disk crash New hard disk installation on PC core Loading of software GBRU initialized Cash handler authenticate All device tested - All works accordingly Installation done successfully Machine put in service Withdrawals done by MCB client successfully Deposit done successfully Testing isuite with Cedric from MCB - Files download - All good BNA jam - Rs 100 note found and put in reject bin.,Model No. missing,13-55704248,ATM ID Missing,Model No. missing,ATM - MCB SLA,13004.0,Hard disk crash New hard disk installation on PC core Loading of software GBRU initialized Cash handler authenticate All device tested - All works accordingly Installation done successfully Machine put in service Withdrawals done by MCB client successfully Deposit done successfully Testing isuite with Cedric from MCB - Files download - All good BNA jam - Rs 100 note found and put in reject bin.,Work Request,Closed,335.0,Closed,Contact MRU,Undefined,2015-12-16 00:00:00,7.857534246575343,8 Years old,ATM Interventions,After 5PM,Mauritius,Sat,,,Dec,2022,05:35:00,2022-12-31 13:00:00,2022-12-31 18:35:00,Jan
Rakesh,2023-01-04 00:00:00,2023-01-04,0:0:0,113037,Bank 11,Goodlands,2021-07-ATM-1,Priority 1,24 Hour SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,CashHandler,Technician 1,1715.0,03/01 12:22 - MCB 3109 - 6627 - GOODLANDS - CARD READER - CT VEDANAND 4072847 Contact VED 4072847 DATE 5/1/23​,"Location: GOODLANDS ID: 3109 S/N: 94-55730458 CHECK + SERVICE CARD READER. CLEAN TRACK, SENSORS & MAGNETIC HEAD CLEAN, CHECK + ADJUST SHUTTER MECH. MULTIPLE TESTS DONE OK.",Hard disk crash New hard disk installation on PC core Loading of software GBRU initialized Cash handler authenticate All device tested - All works accordingly Installation done successfully Machine put in service Withdrawals done by MCB client successfully Deposit done successfully Testing isuite with Cedric from MCB - Files download - All good BNA jam - Rs 100 note found and put in reject bin.,6627 Touch,94-55730458,3109,6627 Touch,ATM - MCB SLA,14834.0,Hard disk crash New hard disk installation on PC core Loading of software GBRU initialized Cash handler authenticate All device tested - All works accordingly Installation done successfully Machine put in service Withdrawals done by MCB client successfully Deposit done successfully Testing isuite with Cedric from MCB - Files download - All good BNA jam - Rs 100 note found and put in reject bin.,Work Request,Closed,55.0,Closed,Contact MRU,Undefined,To be determined,7.857534246575343,8 Years old,ATM Interventions,Before 5PM,Rodrigues,Thu,,,Jan,2023,00:55:00,2023-01-05 13:00:00,2023-01-05 13:55:00,Jan
Rakesh,2023-01-04 00:00:00,2023-01-04,0:0:0,113038,Bank 10,Caudan (Dias Pier),2021-06-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Cassette,Technician 4,2067.0,HSBC - CAUDAN A816 - CASSETTE 200 FAULTY - BRINKS APPROX TIME 16:00 - RAMNO,"Issue with Cash Handler Trouble shoot: Issue Dismantle module, fix mechanism Clear fault Run several test: completed successfully","Issue with Cash Handler Trouble shoot: Issue Dismantle module, fix mechanism Clear fault Run several test: completed successfully",6625,83-44046160,A816,6625,"AT Comprehensive,weekdays from08:00 to 16:30",13112.0,"Issue with Cash Handler Trouble shoot: Issue Dismantle module, fix mechanism Clear fault Run several test: completed successfully",Work Request,Closed,115.0,Closed,Contact MRU,Zone 1 (Port-Louis),To be determined,7.857534246575343,8 Years old,ATM Interventions,After 5PM,Mauritius,Wed,,,Jan,2023,01:55:00,2023-01-04 17:30:00,2023-01-04 19:25:00,Jan
Rakesh,2023-01-05 00:00:00,2023-01-05,0:0:0,113039,Bank 11,Quatre-Bornes,2021-07-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Physical Check,Technician 2,1701.0,04/01 15:40 - MCB 3105 QUATRES BORNES - PHYSICAL CHECK ON GBRU MODULE AND REMOVAL OF LOG ON 01.01.2023 FROM 09:00 TO 09:20.,Physical check and log retrieval,Physical check done on GBRU and at shutter - no lost/missing notes found in GBRU or at shutter area. Logs retrieved for 01/01/23 time 9:00 to 9:20. GBRU initialized ok. ATM put in service and tested. ATM tested ok.,6634 GBRU,83-51951017,3105,6634 GBRU,ATM - MCB SLA,13065.0,Physical check done on GBRU and at shutter - no lost/missing notes found in GBRU or at shutter area. Logs retrieved for 01/01/23 time 9:00 to 9:20. GBRU initialized ok. ATM put in service and tested. ATM tested ok.,Work Request,Closed,65.0,Closed,Contact MRU,Undefined,2015-12-16 00:00:00,7.857534246575343,8 Years old,ATM Interventions,Before 5PM,Mauritius,Thu,,,Jan,2023,01:05:00,2023-01-05 09:20:00,2023-01-05 10:25:00,Jan
Alvin,2022-12-28 00:00:00,2023-01-05,0:0:0,113040,Bank Sey,Location missing,2022-07-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,CashHandler,Technician Sey,4187.0,Cash Handler,Cash Handler Fourth cassette error,Diagnosed. Found broken Latch. Replaced Latch. Tested Ok. In Service.,6622,94-51953356,ATM ID Missing,6622,ATM - MCB SLA,12995.0,Diagnosed. Found broken Latch. Replaced Latch. Tested Ok. In Service.,Work Request,Closed,20.0,Closed,Contact Sey,Seychelles,2010-02-24 00:00:00,13.668493150684931,13 Years old,ATM Interventions,Before 5PM,Seychelles,Wed,,,Dec,2022,00:20:00,2022-12-28 10:10:00,2022-12-28 10:30:00,Jan
Rakesh,2023-01-04 00:00:00,2023-01-05,0:0:0,113041,Bank 11,"PLMB, Port-Louis",2021-07-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,CashHandler,Technician 2,1546.0,12:48 - MCB 0701 - PLMB - TOO MANY REJECTS - CASH HANDLER - CT DARYL - 2027877 - 10:30,94-55730454,Cash handler faulty Too many reject on cassette 2 and 3 Change vertical belts on both pick modules + bearing Notice 1x 1000rs jam in belts Remove notes Run loop test and found ok,6684 GBRU,94-57696938,6101,6684 GBRU,ATM - MCB SLA,13145.0,Cash handler faulty Too many reject on cassette 2 and 3 Change vertical belts on both pick modules + bearing Notice 1x 1000rs jam in belts Remove notes Run loop test and found ok,Work Request,Closed,70.0,Closed,Contact MRU,Zone 1 (Port-Louis),2010-02-24 00:00:00,13.668493150684931,13 Years old,ATM Interventions,Before 5PM,Mauritius,Thu,,,Jan,2023,01:10:00,2023-01-05 11:00:00,2023-01-05 12:10:00,Jan
Rakesh,2023-01-04 00:00:00,2023-01-05,0:0:0,113042,Bank 11,Mahebourg,2021-07-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Physical Check,Technician 3,1703.0,04/01 - 18:18 - MCB 3304 - MAHEBOURG - EJ NOT AVAILABLE ON ISUITE FOR DATE 31/12/2022 BETWEEN 8:56 AND 15:22 - FULL PHYSICAL CHECK AND LOG REMOVAL DATED 31/12/2022 (TIME OF TRANSACTION NOT AVAILABLE) - CONTACT JEROME 4072402​,PHYSICAL CHECK + EJ,"PHYSICAL CHECK DONE ON GBRU, SAFE, SHUTTER AND SHUTTER AREA. NO JAMMED NOTE FOUND. RETRIEVE LOGS AND EJ AS PER REQUEST. TESTS RUN UNDER DIAGNOSTICS OK. IN SERVICE TESTS DONE OK.",6634 GBRU,83-51981011,3304,6634 GBRU,ATM - MCB SLA,13073.0,"PHYSICAL CHECK DONE ON GBRU, SAFE, SHUTTER AND SHUTTER AREA. NO JAMMED NOTE FOUND. RETRIEVE LOGS AND EJ AS PER REQUEST. TESTS RUN UNDER DIAGNOSTICS OK. IN SERVICE TESTS DONE OK.",Work Request,Closed,95.0,Closed,Contact MRU,Undefined,2012-02-06 00:00:00,11.717808219178082,12 Years old,ATM Interventions,Before 5PM,Mauritius,Thu,,,Jan,2023,01:35:00,2023-01-05 10:10:00,2023-01-05 11:45:00,Jan
Rakesh,2023-01-04 00:00:00,2023-01-05,0:0:0,113043,Bank 11,Riviere du Rempart,2021-07-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Physical Check,Technician 1,1700.0,04/01 15:57 - MCB 3219 RIVIERE DU REMPART – FULL PHYSICAL CHECK ON GBRU AND LOG REMOVAL FOR 31.12.2022 FROM 17:25 TO 17:45,Look for missing notes in atm. Nothing found. Copy logs Run logs enablement settings on atm. Run tests ok,Look for missing notes in atm. Nothing found. Copy logs Run logs enablement settings on atm. Run tests ok,6634 GBRU,83-51982102,3219,6634 GBRU,ATM - MCB SLA,13046.0,Look for missing notes in atm. Nothing found. Copy logs Run logs enablement settings on atm. Run tests ok,Work Request,Closed,60.0,Closed,Contact MRU,Undefined,2012-02-06 00:00:00,11.717808219178082,12 Years old,ATM Interventions,Before 5PM,Mauritius,Thu,,,Jan,2023,01:00:00,2023-01-05 09:00:00,2023-01-05 10:00:00,Jan
Alvin,2022-12-29 00:00:00,2023-01-05,0:0:0,113044,Bank Sey,Location missing,2022-01-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Card Reader,Technician Sey,4110.0,Card Reader Faulty,Card Reader Faulty,"Diagnosed. Replaced Smart Card Module. Aligned Card Reader with Fascia. Run Test on Card Reader, Test passed. Tested Ok. In Service",6627,50299511,ATM ID Missing,6627,ATM - MCB SLA,12996.0,"Diagnosed. Replaced Smart Card Module. Aligned Card Reader with Fascia. Run Test on Card Reader, Test passed. Tested Ok. In Service",Work Request,Closed,55.0,Closed,Contact Sey,Seychelles,2012-02-06 00:00:00,11.717808219178082,12 Years old,ATM Interventions,Before 5PM,Seychelles,Thu,,,Dec,2022,00:55:00,2022-12-29 10:05:00,2022-12-29 11:00:00,Jan
Rakesh,2023-01-05 00:00:00,2023-01-05,0:0:0,113046,Bank 10,Vacoas,2021-06-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,CashHandler,Technician 3,2070.0,VACOAS [809 ] CASH HANDLER ISSUE DATE 31/12/22,CASH DISPENSER,REPAIRS DONE ON CASH DISPENSER. CLEAN PICK MODULES AND SENSORS. ALIGNMENT DONE. CHECK 1ST CASSETTE. TESTS RUN UNDER DIAGNOSTICS OK. IN SERVICE TESTS DONE OK.,6632,83-44584371,A809,6632,"AT Comprehensive,weekdays from08:00 to 16:30",13075.0,REPAIRS DONE ON CASH DISPENSER. CLEAN PICK MODULES AND SENSORS. ALIGNMENT DONE. CHECK 1ST CASSETTE. TESTS RUN UNDER DIAGNOSTICS OK. IN SERVICE TESTS DONE OK.,Work Request,Closed,35.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),2012-01-01 00:00:00,11.816438356164383,12 Years old,ATM Interventions,After 5PM,Mauritius,Sat,,,Dec,2022,00:35:00,2022-12-31 18:30:00,2022-12-31 19:05:00,Jan
Alvin,2023-01-05 00:00:00,2023-01-05,0:0:0,113047,Bank Sey,Location missing,2022-01-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,GBRU,Technician Sey,2070.0,gbru,gbru,GBRU Faulty Diagnosed Found notes jam in seperator module Note paper clip was stuck with notes removed notes tested ok in service,Model No. missing,serial number missing,ATM ID Missing,Model No. missing,"AT Comprehensive,weekdays from08:00 to 16:30",12997.0,GBRU Faulty Diagnosed Found notes jam in seperator module Note paper clip was stuck with notes removed notes tested ok in service,Work Request,Closed,40.0,Closed,Contact Sey,Seychelles,2012-01-01 00:00:00,11.816438356164383,12 Years old,ATM Interventions,Before 5PM,Seychelles,Thu,,,Dec,2023,00:40:00,2023-12-28 13:40:00,2023-12-28 14:20:00,Jan
Rakesh,2023-01-04 00:00:00,2023-01-05,0:0:0,113048,Bank 9,Location missing,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,CashHandler,Technician 3,2070.0,04/01/23 NCR Selfserv 6634 ATM SBM Riv DES ANGUILLES 83-41103445 ATM not Paying Mrs Shaheen 202 1899,CASH DISPENSER,"REPAIRS DONE ON CASH DISPENSER. REPLACE D PICK WHEELS OF 1ST PICK MODULE. CLEAN PICK MODULES AND SENSORS. CLEAN AND LUBRICATE DRIVE ROLLERS, GEARS SHAFTS AND BEARINGS. TESTS RUN UNDER DIAGNOSTICS OK. IN SERVICE TESTS DONE OK.",Model No. missing,serial number missing,ATM ID Missing,Model No. missing,ATM- SBM SLA,13076.0,"REPAIRS DONE ON CASH DISPENSER. REPLACE D PICK WHEELS OF 1ST PICK MODULE. CLEAN PICK MODULES AND SENSORS. CLEAN AND LUBRICATE DRIVE ROLLERS, GEARS SHAFTS AND BEARINGS. TESTS RUN UNDER DIAGNOSTICS OK. IN SERVICE TESTS DONE OK.",Work Request,Closed,60.0,Closed,Contact MRU,Undefined,2019-10-17 00:00:00,4.019178082191781,4 Years old,ATM Interventions,Before 5PM,Mauritius,Wed,,,Jan,2023,01:00:00,2023-01-04 14:00:00,2023-01-04 15:00:00,Jan
Alvin,2022-12-30 00:00:00,2023-01-05,0:0:0,113049,Bank Sey,Location missing,2022-01-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,GBRU,Technician Sey,3727.0,GBRU Faulty,GBRU Faulty,"Diagnosed. Found Jammed Notes in Seperator transport. Removed Jammed Notes, Re-seat loose Belts, Cleaned Belts and Rollers. Run Test accept and Refund of 10 notes, Test Passed. Tested Ok. In Service.",6634,83-45466856,ATM ID Missing,6634,ATM- SBM SLA,12998.0,"Diagnosed. Found Jammed Notes in Seperator transport. Removed Jammed Notes, Re-seat loose Belts, Cleaned Belts and Rollers. Run Test accept and Refund of 10 notes, Test Passed. Tested Ok. In Service.",Work Request,Closed,90.0,Closed,Contact Sey,Seychelles,2011-11-15 00:00:00,11.945205479452055,12 Years old,ATM Interventions,Before 5PM,Seychelles,Fri,,,Dec,2022,01:30:00,2022-12-30 11:00:00,2022-12-30 12:30:00,Jan
Rakesh,2023-01-05 00:00:00,2023-01-05,0:50,113051,Bank 8,Port-Louis Main Branch,2022-04-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Card Reader,Technician 1,3539.0,PLOUIS CARD READER ISSUE DATE 02/1/23,"REPAIR + SERVICE CARD READER. CLEAN TRACK, SENSORS & MAGNETIC HEAD CLEAN, CHECK + ADJUST SHUTTER MECH. MULTIPLE TESTS DONE -OK.","Diagnosed. Found Jammed Notes in Seperator transport. Removed Jammed Notes, Re-seat loose Belts, Cleaned Belts and Rollers. Run Test accept and Refund of 10 notes, Test Passed. Tested Ok. In Service.",6634,83-43548811,ATM ID Missing,6634,"Mon-Sat 8:45 to 20:00,Sun & PH 8:45 to 13:00",13000.0,"Diagnosed. Found Jammed Notes in Seperator transport. Removed Jammed Notes, Re-seat loose Belts, Cleaned Belts and Rollers. Run Test accept and Refund of 10 notes, Test Passed. Tested Ok. In Service.",Work Request,Closed,65.0,Closed,Contact MRU,Zone 4 (North&East),2010-04-02 00:00:00,13.567123287671233,13 Years old,ATM Interventions,Before 5PM,Mauritius,Mon,,,Jan,2023,01:05:00,2023-01-02 11:40:00,2023-01-02 12:45:00,Jan
Rakesh,2023-01-05 00:00:00,2023-01-05,0:0:0,113052,Bank 11,Riviere du Rempart,2021-07-ATM-1,Priority 2,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,SCPM,Technician 1,1692.0,MCB R DU REMP M 3319 CPM FAULTY CONTACT PERCY 4072632 DATE 5/1/23,"Clean belts, sensors and rollers on SCPM. Run tests ok","Clean belts, sensors and rollers on SCPM. Run tests ok",6634 GBRU,83-51981015,3319,6634 GBRU,ATM - MCB SLA,13045.0,"Clean belts, sensors and rollers on SCPM. Run tests ok",Work Request,Closed,45.0,Closed,Contact MRU,Undefined,2010-04-02 00:00:00,13.567123287671233,13 Years old,ATM Interventions,Before 5PM,Mauritius,Thu,,,Jan,2023,00:45:00,2023-01-05 10:00:00,2023-01-05 10:45:00,Jan
Rakesh,2023-01-05 00:00:00,2023-01-05,0:0:0,113053,Bank 7,Quatre-Bornes,2021-01-ATM-2,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Idle/Freeze,Technician 2,2110.0,MAUBANK Q BORNES ATM RESTART MODEL 6684 CONTACT POOJA DATE 5/1/23,ATM restarting,ATM restarting during GBRU initialization. Serviced card reader and check all connectors - rebaseline done ok. GBRU tested RAS mode ok. Interlock switch found broken - changed GBRU interlock switch. GBRU initialized ok. ATM under observation - to be monitored for ATM restarting during deposit. ATM under monitoring. ATM tested ok.,6684 GBRU,94-57696289,ATM ID Missing,6684 GBRU,"Mon-Fri16:30-20:00,Sat 8:00-20:00,Sun&Ph8:00-13:00",13066.0,ATM restarting during GBRU initialization. Serviced card reader and check all connectors - rebaseline done ok. GBRU tested RAS mode ok. Interlock switch found broken - changed GBRU interlock switch. GBRU initialized ok. ATM under observation - to be monitored for ATM restarting during deposit. ATM under monitoring. ATM tested ok.,Work Request,Closed,320.0,Closed,Contact MRU,Zone 2 (Lower Plaines Wilhems & Black-River),2010-06-24 00:00:00,13.33972602739726,13 Years old,ATM Interventions,Before 5PM,Mauritius,Thu,,,Jan,2023,05:20:00,2023-01-05 10:50:00,2023-01-05 16:10:00,Jan
Rakesh,2023-01-05 00:00:00,2023-01-05,0:0:0,113054,Bank 9,"Labourdonnais Street, Port-Louis",2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Card Reader,Technician 4,1421.0,09:58 - SBM LABOURDONNAIS - 83-41103447 - CARD READER FATAL - CONTACT DINESH 2021932/34,call done,"card reader faulty as per supervisor dismantle, service card reader remove plastic in shutter several tests pased machine in service Upper part lock to be replaced",6634,83-41103447,ATM ID Missing,6634,ATM- SBM SLA,13092.0,"card reader faulty as per supervisor dismantle, service card reader remove plastic in shutter several tests pased machine in service Upper part lock to be replaced",Work Request,Closed,60.0,Closed,Contact MRU,Zone 1 (Port-Louis),2019-10-09 00:00:00,4.041095890410959,4 Years old,ATM Interventions,Before 5PM,Mauritius,Thu,,,Jan,2023,01:00:00,2023-01-05 11:00:00,2023-01-05 12:00:00,Jan
Rakesh,2023-01-05 00:00:00,2023-01-05,0:0:0,113055,Bank 11,Plaine Magnien,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Card Reader,Technician 3,1607.0,10:07 - MCB 3428 - PLAINE MAGNIEN - CARD READER FATAL - CONTACT CORALIE 4072424,Cassette 4 faulty Pick module tested all good Bushing in good condition Pick arm in good condition Pusher and shutter of cassette 4 broken Spring tension of pusher loose To replace cassette,Card reader faulty Track one read error Magnetic head replace Card reader pass all test ATM in service Withdrawals done successfully,6627,83-50299392,3428,6627,ATM - MCB SLA,13090.0,Card reader faulty Track one read error Magnetic head replace Card reader pass all test ATM in service Withdrawals done successfully,Work Request,Closed,180.0,Closed,Contact MRU,Undefined,2019-10-09 00:00:00,4.041095890410959,4 Years old,ATM Interventions,Before 5PM,Mauritius,Thu,,,Jan,2023,03:00:00,2023-01-05 10:00:00,2023-01-05 13:00:00,Jan
